Date,Adj Close,Volume,Returns
2000-01-03,21.48796272277832,246700,0.0
2000-01-04,21.00035858154297,35300,-0.022691967010835645
2000-01-05,20.81195640563965,137600,-0.008971378996780799
2000-01-06,20.878461837768555,50000,0.0031955396615612752
2000-01-07,21.133338928222656,22100,0.012207656504323428
2000-01-10,23.294322967529297,31800,0.10225473819571129
2000-01-11,22.673734664916992,17900,-0.026641182208959835
2000-01-12,22.29694175720215,12400,-0.016618034623905764
2000-01-13,22.96185874938965,600000,0.02982099515834835
2000-01-14,22.762380599975582,23600,-0.008687369415133595
2000-01-18,22.341272354125977,417300,-0.018500184723651336
2000-01-19,22.87321281433105,10400,0.023809765700602004
2000-01-20,22.695899963378903,64200,-0.007751987112237013
2000-01-21,22.651567459106445,37300,-0.001953326563123303
2000-01-24,21.975570678710938,72100,-0.029843267209472613
2000-01-25,22.13070678710937,24400,0.007059480305042776
2000-01-26,22.030986785888672,10500,-0.0045059564604047475
2000-01-27,21.897998809814453,10700,-0.006036405784574317
2000-01-28,21.454710006713867,18100,-0.020243347666176192
2000-01-31,21.354978561401367,27500,-0.00464846391684115
2000-02-01,21.63202667236328,161600,0.012973467061337729
2000-02-02,22.163965225219727,7700,0.024590324379363038
2000-02-03,22.363435745239254,31500,0.008999766873508452
2000-02-04,22.44100952148437,11300,0.003468777209764351
2000-02-07,22.07529640197754,36400,-0.0162966429454392
2000-02-08,22.319122314453125,265000,0.011045193144212817
2000-02-09,21.92015647888184,19000,-0.017875516337527708
2000-02-10,21.73175811767578,5000,-0.008594754393635995
2000-02-11,21.742843627929688,9200,0.0005101064623431739
2000-02-14,21.343902587890625,14900,-0.018348153850796467
2000-02-15,21.17766761779785,23100,-0.007788405583667113
2000-02-16,20.579242706298828,35000,-0.028257356867576022
2000-02-17,20.568159103393555,15300,-0.0005385816700572699
2000-02-18,20.00297737121582,109900,-0.027478479203541628
2000-02-22,19.85891532897949,35300,-0.007202029955982292
2000-02-23,20.16919708251953,17500,0.01562430517477753
2000-02-24,20.014055252075195,172800,-0.007692018170559534
2000-02-25,19.39347267150879,21200,-0.03100733823056978
2000-02-28,19.73702049255371,103600,0.017714610831387256
2000-02-29,19.958648681640625,15500,0.011229060088909115
2000-03-01,20.124876022338867,26700,0.008328586937408788
2000-03-02,20.036226272583008,47600,-0.004404983645984073
2000-03-03,20.31326103210449,372700,0.013826693497695608
2000-03-06,19.9143180847168,316300,-0.019639532360519074
2000-03-07,19.54861831665039,635200,-0.01836366008169099
