Date,Adj Close,Volume,Returns
2000-09-18,93.21499633789062,0,0.0
2000-09-19,93.23699951171876,0,0.00023604757488149275
2000-09-20,93.23500061035156,0,-2.1438928511918753e-05
2000-09-21,93.2249984741211,0,-0.00010727877047234102
2000-09-22,93.23200225830078,0,7.512774786078147e-05
2000-09-25,93.22200012207033,0,-0.00010728222056999304
2000-09-26,93.20999908447266,0,-0.00012873610930852486
2000-09-27,93.19499969482422,0,-0.00016092039261628166
2000-09-28,93.19499969482422,0,0.0
2000-09-29,93.20999908447266,0,0.0001609462921567939
2000-10-02,93.21499633789062,0,5.3612846980577444e-05
2000-10-03,93.22000122070312,0,5.3691820083967556e-05
2000-10-04,93.21199798583984,0,-8.585319414800008e-05
2000-10-05,93.21199798583984,0,0.0
2000-10-06,93.21199798583984,0,0.0
2000-10-09,93.20500183105467,0,-7.505637617843952e-05
2000-10-10,93.20500183105467,0,0.0
2000-10-11,93.2300033569336,0,0.00026824231948663346
2000-10-12,93.25,0,0.00021448720740524507
2000-10-13,93.27999877929688,0,0.0003217027270441264
2000-10-16,93.2699966430664,0,-0.00010722701931131784
2000-10-18,93.28500366210938,0,0.00016089867677804293
2000-10-20,93.28500366210938,0,0.0
2000-10-23,93.28700256347656,0,2.1427896111037015e-05
2000-10-24,93.29000091552734,0,3.214115544913909e-05
2000-10-25,93.27999877929688,0,-0.0001072155229103755
2000-10-26,93.2699966430664,0,-0.00010722701931131784
2000-10-27,93.26000213623048,0,-0.00010715671915562108
2000-10-30,93.45500183105467,261,0.002090925266539756
2000-10-31,93.45500183105467,0,0.0
2000-11-01,93.4749984741211,50,0.00021397081669927154
2000-11-02,93.4749984741211,175,0.0
2000-11-03,93.44000244140624,336,-0.00037438923012711456
2000-11-06,93.44000244140624,52,0.0
2000-11-07,93.41000366210938,523,-0.0003210485714153499
2000-11-08,93.3949966430664,251,-0.0001606575147695688
2000-11-09,93.41000366210938,403,0.0001606833297540522
2000-11-10,93.44000244140624,1462,0.0003211516767023248
2000-11-13,93.41999816894533,598,-0.0002140868144074881
2000-11-14,93.45500183105467,316,0.00037469131658562915
2000-11-15,93.44499969482422,285,-0.00010702622689506835
2000-11-16,93.45500183105467,254,0.00010703768273434555
2000-11-17,93.44499969482422,176,-0.00010702622689506835
2000-11-20,93.44499969482422,228,0.0
2000-11-21,93.45500183105467,1956,0.00010703768273434555
2000-11-22,93.4749984741211,117,0.00021397081669927154
2000-11-24,93.4250030517578,60,-0.0005348534172711084
2000-11-27,93.4749984741211,680,0.0005351396385355756
2000-11-28,93.48999786376952,1235,0.00016046418714377175
2000-11-29,93.52999877929688,5765,0.00042786304889697035
2000-11-30,93.45500183105467,739,-0.0008018491309849107
2000-12-01,93.58499908447266,2147,0.001391014401272983
2000-12-04,93.5,560,-0.0009082554394848064
2000-12-05,93.6050033569336,1888,0.001123030555439497
2000-12-06,93.5749969482422,74,-0.0003205641537874504
2000-12-07,93.75499725341795,479,0.0019235940266748575
2000-12-08,93.75,1866,-5.330119528934585e-05
2000-12-11,93.59500122070312,205,-0.001653320312499984
2000-12-12,93.68000030517578,2347,0.0009081583777346136
2000-12-13,93.72000122070312,608,0.0004269952540247868
2000-12-14,93.7699966430664,991,0.0005334552039275575
2000-12-15,93.78500366210938,1713,0.00016004073349917824
2000-12-18,93.8000030517578,365,0.00015993377472645065
2000-12-19,93.8249969482422,1530,0.00026645944212400074
2000-12-20,93.81500244140624,937,-0.00010652285809797934
2000-12-21,93.94499969482422,2078,0.001385676597931873
2000-12-22,94.03500366210938,100,0.0009580495777052889
2000-12-26,94.01000213623048,900,-0.00026587467331562475
2000-12-27,93.96499633789062,6874,-0.0004787341486774954
2000-12-28,93.76499938964844,126,-0.0021284196885722473
2000-12-29,93.94000244140624,4492,0.0018664006068038752
2001-01-02,93.77200317382812,13138,-0.0017883677156906863
2001-01-03,93.87000274658205,1007,0.0010450834944013554
2001-01-04,94.29000091552734,4079,0.004474253293452524
2001-01-05,94.54499816894533,2911,0.0027043933708987833
2001-01-08,94.66999816894533,2250,0.0013221217665755347
2001-01-09,94.66999816894533,3531,0.0
2001-01-10,94.56500244140624,0,-0.0011090707676123523
2001-01-11,94.66999816894533,0,0.001110302171293709
2001-01-12,94.6500015258789,0,-0.00021122471166346024
2001-01-16,94.56500244140624,0,-0.0008980357432897268
2001-01-17,94.61000061035156,0,0.0004758437876972721
2001-01-18,94.73500061035156,0,0.0013212133938653725
2001-01-19,94.79000091552734,0,0.0005805700619774257
2001-01-22,94.74500274658205,0,-0.000474714300144341
2001-01-23,94.66000366210938,0,-0.0008971352789974851
2001-01-24,94.66000366210938,0,0.0
2001-01-25,94.69000244140624,0,0.0003169108191030112
2001-01-26,94.73500061035156,0,0.0004752156276812691
2001-01-29,94.76499938964844,0,0.00031665993670348946
2001-01-30,94.83999633789062,0,0.0007913992373262957
2001-01-31,94.83999633789062,0,0.0
2001-02-01,94.88999938964844,0,0.0005272359098333901
2001-02-02,94.80500030517578,0,-0.0008957644116280861
2001-02-05,94.80999755859376,0,5.2710863370997174e-05
2001-02-06,94.79499816894533,0,-0.00015820472560568177
2001-02-07,94.81999969482422,0,0.00026374309153243125
2001-02-08,94.80500030517578,0,-0.00015818803729927833
2001-02-09,94.84500122070312,0,0.0004219283307693722
2001-02-12,94.84500122070312,0,0.0
2001-02-13,94.8000030517578,0,-0.00047443901487875806
2001-02-14,94.7750015258789,0,-0.0002637291674478792
2001-02-15,94.75,0,-0.00026379873886972494
2001-02-16,94.79000091552734,0,0.0004221732509481768
2001-02-20,94.80999755859376,0,0.00021095730428610793
2001-02-21,94.86699676513672,0,0.0006011940513734881
2001-02-22,94.8949966430664,0,0.000295148775490528
2001-02-23,94.9499969482422,0,0.0005795912020807314
2001-02-26,95.03500366210938,0,0.0008952787424891806
2001-02-27,95.03500366210938,0,0.0
2001-02-28,94.99500274658205,0,-0.00042090718141651884
2001-03-01,95.00700378417967,0,0.00012633335702560977
2001-03-02,95.00499725341795,0,-2.1119819400672313e-05
2001-03-05,94.98500061035156,0,-0.00021047990784162085
2001-03-06,94.98699951171876,0,2.1044389686419862e-05
2001-03-07,95.00700378417967,0,0.00021060010910689542
2001-03-08,95.01699829101562,0,0.00010519757952431874
2001-03-09,94.96499633789062,0,-0.0005472910538146802
2001-03-12,94.9800033569336,0,0.00015802684801435873
2001-03-13,94.9749984741211,0,-5.269406859975678e-05
2001-03-14,95.06999969482422,0,0.0010002760961245194
2001-03-15,95.0999984741211,0,0.00031554411899836765
2001-03-16,95.12000274658205,23456,0.00021034987152379614
2001-03-19,95.28500366210938,20278,0.0017346605420831551
2001-03-20,95.23500061035156,14325,-0.0005247735722939684
2001-03-21,95.3000030517578,7332,0.0006825478131951002
2001-03-22,95.3499984741211,6799,0.0005246109209056105
2001-03-23,95.27999877929688,6768,-0.000734134199731673
2001-03-26,95.26499938964844,15802,-0.00015742432662269046
2001-03-27,95.29199981689452,8062,0.00028342442050144356
2001-03-28,95.22000122070312,8205,-0.0007555576158516653
2001-03-29,95.23999786376952,9879,0.0002100046503890063
2001-03-30,95.22000122070312,14353,-0.00020996055769550992
2001-04-02,95.3000030517578,8285,0.0008401788492864437
2001-04-03,95.24500274658205,8282,-0.0005771280526180034
2001-04-04,95.29000091552734,0,0.0004724465079288809
2001-04-05,95.56999969482422,0,0.002938385734145177
2001-04-06,95.53500366210938,0,-0.0003661821997131831
2001-04-09,95.58999633789062,0,0.0005756285515594595
2001-04-10,95.56500244140624,0,-0.00026146979225771805
2001-04-11,95.4800033569336,0,-0.0008894373703883796
2001-04-12,95.4000015258789,0,-0.0008378909535184942
2001-04-16,95.375,0,-0.0002620704976836752
2001-04-17,95.302001953125,0,-0.0007653792595019304
2001-04-18,95.63500213623048,0,0.0034941572714208835
2001-04-19,95.70500183105467,0,0.0007319463926447334
2001-04-20,95.73999786376952,0,0.00036566566057461003
2001-04-23,95.78500366210938,0,0.0004700835527895464
2001-04-24,95.78500366210938,138115,0.0
2001-04-25,95.84500122070312,112360,0.0006263773691066454
2001-04-26,95.87999725341795,146958,0.00036513153809925036
2001-04-27,95.875,83516,-5.211987443787258e-05
2001-04-30,95.80500030517578,97019,-0.0007301141572277903
2001-05-01,95.87999725341795,78319,0.0007828082877019416
2001-05-02,95.83499908447266,127862,-0.0004693175869244781
2001-05-03,95.87999725341795,200580,0.0004695379493417917
2001-05-04,95.9499969482422,88789,0.00073007610376985
2001-05-07,96.01000213623048,118903,0.0006253797800603866
2001-05-08,96.03500366210938,76388,0.0002604054298782632
2001-05-09,96.03500366210938,133554,0.0
2001-05-10,95.9749984741211,222476,-0.0006248262164846308
2001-05-11,95.87999725341795,124206,-0.000989853839161614
2001-05-14,95.9000015258789,199970,0.00020863864240716623
2001-05-15,96.03500366210938,133625,0.0014077386244257806
2001-05-16,96.0199966430664,109158,-0.0001562661370406726
2001-05-17,95.97699737548828,75234,-0.0004478157579818065
2001-05-18,95.97000122070312,51924,-7.289407854449426e-05
2001-05-21,95.96700286865234,58489,-3.1242596776559495e-05
2001-05-22,95.98200225830078,66848,0.00015629736472000388
2001-05-23,95.99500274658205,96729,0.0001354471460834894
2001-05-24,95.9800033569336,71865,-0.00015625177581424232
2001-05-25,96.04000091552734,55299,0.0006251047769880724
2001-05-29,96.06500244140624,62633,0.00026032409038490023
2001-05-30,96.0469970703125,94322,-0.0001874290390480038
2001-05-31,96.05699920654295,130969,0.00010413793804642246
2001-06-01,96.06500244140624,57956,8.33175607128922e-05
2001-06-04,96.06999969482422,79727,5.201950024447122e-05
2001-06-05,96.0719985961914,72274,2.0806717742738456e-05
2001-06-06,96.08999633789062,85140,0.000187335976790326
2001-06-07,96.09700012207033,38424,7.288775571479e-05
2001-06-08,96.10199737548828,49726,5.20021791690084e-05
2001-06-11,96.1050033569336,52455,3.1279073561485404e-05
2001-06-12,96.11000061035156,80821,5.199784863862966e-05
2001-06-13,96.11499786376952,88929,5.199514500286995e-05
2001-06-14,96.13999938964844,83987,0.0002601209637891344
2001-06-15,96.1500015258789,0,0.00010403719881391105
2001-06-18,96.20500183105467,15933,0.0005720260457922066
2001-06-19,96.30500030517578,0,0.0010394311337025286
