Date,Adj Close,Volume,Returns
2017-11-09,320.8840026855469,893249984,0.0
2017-11-10,299.25299072265625,885985984,-0.06741068978776144
2017-11-11,314.6809997558594,842300992,0.05155507049719543
2017-11-12,307.9079895019531,1613479936,-0.0215234166001792
2017-11-13,316.71600341796875,1041889984,0.028605993401674246
2017-11-14,337.6310119628906,1069680000,0.06603710680612629
2017-11-15,333.35699462890625,722665984,-0.012658841109222885
2017-11-16,330.92401123046875,797254016,-0.007298432124233423
2017-11-17,332.3940124511719,621732992,0.0044421110914172335
2017-11-18,347.61199951171875,649638976,0.04578297589756475
2017-11-19,354.385986328125,1181529984,0.01948720650012503
2017-11-20,366.7300109863281,807027008,0.03483214668306278
2017-11-21,360.4010009765625,949912000,-0.017257954953682764
2017-11-22,380.6520080566406,800819008,0.0561902076442764
2017-11-23,410.1659851074219,1845680000,0.07753532472207425
2017-11-24,474.9110107421875,2292829952,0.15785079208313424
2017-11-25,466.2760009765625,1422080000,-0.018182374319202
2017-11-26,471.3299865722656,1197779968,0.010839042938341592
2017-11-27,480.3550109863281,1396480000,0.019147995398503648
2017-11-28,472.9020080566406,1346499968,-0.015515613992209687
2017-11-29,427.5230102539063,2675940096,-0.09595856441637096
2017-11-30,447.114013671875,1903040000,0.04582444207233105
2017-12-01,466.5400085449219,1247879936,0.043447519601349516
2017-12-02,463.4490051269531,943649984,-0.006625376948076078
2017-12-03,465.8529968261719,990556992,0.005187176307693608
2017-12-04,470.2040100097656,1005550016,0.009339884498408058
2017-12-05,463.281005859375,1216720000,-0.014723405166720771
2017-12-06,428.5880126953125,1998259968,-0.07488542099779771
2017-12-07,434.4079895019531,2129570048,0.013579420408984078
2017-12-08,456.031005859375,2336379904,0.04977582567533467
2017-12-09,473.50201416015625,2003849984,0.03831100972587986
2017-12-10,441.7210083007813,1404179968,-0.0671190510472156
2017-12-11,515.135986328125,1771440000,0.16620214263694977
2017-12-12,651.4310302734375,5179829760,0.2645807079346558
2017-12-13,702.7670288085938,4524539904,0.07880496345654286
2017-12-14,695.8159790039062,3821580032,-0.009890973138668269
2017-12-15,684.447998046875,2758710016,-0.016337625608002115
2017-12-16,696.208984375,2165690112,0.01718317003144998
