Date,Open,High,Low,Close,Adj Close,Volume
2000-09-18,93.20999908447266,93.21499633789062,93.21499633789062,93.21499633789062,93.21499633789062,0
2000-09-19,93.20999908447266,93.23699951171875,93.23699951171875,93.23699951171875,93.23699951171875,0
2000-09-20,93.20999908447266,93.23500061035156,93.2300033569336,93.23500061035156,93.23500061035156,0
2000-09-21,93.20999908447266,93.2249984741211,93.2249984741211,93.2249984741211,93.2249984741211,0
2000-09-22,93.23200225830078,93.23200225830078,93.2300033569336,93.23200225830078,93.23200225830078,0
2000-09-25,93.23200225830078,93.23200225830078,93.21499633789062,93.22200012207031,93.22200012207031,0
2000-09-26,93.20999908447266,93.20999908447266,93.20999908447266,93.20999908447266,93.20999908447266,0
2000-09-27,93.19499969482422,93.19499969482422,93.19499969482422,93.19499969482422,93.19499969482422,0
2000-09-28,93.18499755859375,93.2020034790039,93.18499755859375,93.19499969482422,93.19499969482422,0
2000-09-29,93.20999908447266,93.20999908447266,93.20999908447266,93.20999908447266,93.20999908447266,0
2000-10-02,93.20999908447266,93.20999908447266,93.20999908447266,93.21499633789062,93.21499633789062,0
2000-10-03,93.20999908447266,93.22000122070312,93.22000122070312,93.22000122070312,93.22000122070312,0
2000-10-04,93.20999908447266,93.21199798583984,93.21199798583984,93.21199798583984,93.21199798583984,0
2000-10-05,93.21199798583984,93.21499633789062,93.21199798583984,93.21199798583984,93.21199798583984,0
2000-10-06,93.21199798583984,93.21199798583984,93.20500183105469,93.21199798583984,93.21199798583984,0
2000-10-09,93.21199798583984,93.20500183105469,93.20500183105469,93.20500183105469,93.20500183105469,0
2000-10-10,93.21199798583984,93.20500183105469,93.20500183105469,93.20500183105469,93.20500183105469,0
2000-10-11,93.23500061035156,93.23999786376953,93.2300033569336,93.2300033569336,93.2300033569336,0
2000-10-12,93.23500061035156,93.25,93.25,93.25,93.25,0
2000-10-13,93.27999877929688,93.27999877929688,93.27999877929688,93.27999877929688,93.27999877929688,0
2000-10-16,93.2699966430664,93.2699966430664,93.2699966430664,93.2699966430664,93.2699966430664,0
2000-10-18,93.27999877929688,93.28500366210938,93.27999877929688,93.28500366210938,93.28500366210938,0
2000-10-20,93.28500366210938,93.28500366210938,93.28500366210938,93.28500366210938,93.28500366210938,0
2000-10-23,93.28500366210938,93.28500366210938,93.28500366210938,93.28700256347656,93.28700256347656,0
2000-10-24,93.28500366210938,93.29000091552734,93.28500366210938,93.29000091552734,93.29000091552734,0
2000-10-25,93.23500061035156,93.27999877929688,93.27999877929688,93.27999877929688,93.27999877929688,0
2000-10-26,93.2699966430664,93.2699966430664,93.26699829101562,93.2699966430664,93.2699966430664,0
2000-10-27,93.26000213623047,93.26000213623047,93.26000213623047,93.26000213623047,93.26000213623047,0
2000-10-30,93.41000366210938,93.45500183105469,93.45500183105469,93.45500183105469,93.45500183105469,261
2000-10-31,93.41000366210938,93.45500183105469,93.45500183105469,93.45500183105469,93.45500183105469,0
2000-11-01,93.41000366210938,93.4749984741211,93.4749984741211,93.4749984741211,93.4749984741211,50
2000-11-02,93.41000366210938,93.4749984741211,93.4749984741211,93.4749984741211,93.4749984741211,175
2000-11-03,93.41000366210938,93.44000244140625,93.44000244140625,93.44000244140625,93.44000244140625,336
2000-11-06,93.41000366210938,93.44000244140625,93.44000244140625,93.44000244140625,93.44000244140625,52
2000-11-07,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,523
2000-11-08,93.43000030517578,93.3949966430664,93.38999938964844,93.3949966430664,93.3949966430664,251
2000-11-09,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,403
2000-11-10,93.41000366210938,93.44000244140625,93.44000244140625,93.44000244140625,93.44000244140625,1462
2000-11-13,93.38999938964844,93.42500305175781,93.41999816894531,93.41999816894531,93.41999816894531,598
2000-11-14,93.45500183105469,93.45500183105469,93.45500183105469,93.45500183105469,93.45500183105469,316
2000-11-15,93.45500183105469,93.44499969482422,93.44499969482422,93.44499969482422,93.44499969482422,285
2000-11-16,93.45500183105469,93.45999908447266,93.45500183105469,93.45500183105469,93.45500183105469,254
2000-11-17,93.45500183105469,93.44499969482422,93.44499969482422,93.44499969482422,93.44499969482422,176
2000-11-20,93.45500183105469,93.44499969482422,93.44499969482422,93.44499969482422,93.44499969482422,228
2000-11-21,93.45500183105469,93.45500183105469,93.45500183105469,93.45500183105469,93.45500183105469,1956
2000-11-22,93.45500183105469,93.4749984741211,93.4749984741211,93.4749984741211,93.4749984741211,117
2000-11-24,93.41999816894531,93.42500305175781,93.41500091552734,93.42500305175781,93.42500305175781,60
2000-11-27,93.45500183105469,93.4749984741211,93.4749984741211,93.4749984741211,93.4749984741211,680
2000-11-28,93.45500183105469,93.48999786376953,93.48999786376953,93.48999786376953,93.48999786376953,1235
2000-11-29,93.45500183105469,93.52999877929688,93.52999877929688,93.52999877929688,93.52999877929688,5765
2000-11-30,93.41999816894531,93.45500183105469,93.45500183105469,93.45500183105469,93.45500183105469,739
2000-12-01,93.45500183105469,93.58499908447266,93.58499908447266,93.58499908447266,93.58499908447266,2147
2000-12-04,93.41999816894531,93.5,93.5,93.5,93.5,560
2000-12-05,93.45500183105469,93.6050033569336,93.6050033569336,93.6050033569336,93.6050033569336,1888
2000-12-06,93.41999816894531,93.58000183105469,93.57499694824219,93.57499694824219,93.57499694824219,74
2000-12-07,93.45500183105469,93.75499725341797,93.7300033569336,93.75499725341797,93.75499725341797,479
2000-12-08,93.45500183105469,93.75,93.75,93.75,93.75,1866
2000-12-11,93.59500122070312,93.59500122070312,93.58000183105469,93.59500122070312,93.59500122070312,205
2000-12-12,93.68000030517578,93.70500183105469,93.68000030517578,93.68000030517578,93.68000030517578,2347
