Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,116.03125,116.03125,113.0,113.5,68.03984069824219,1278800
2000-01-04,112.28125,112.96875,109.765625,109.765625,65.80118560791016,1535700
2000-01-05,110.0,112.375,109.03125,111.1875,66.65361785888672,2007000
2000-01-06,111.40625,113.171875,111.1875,111.75,66.99075317382812,2639500
2000-01-07,113.3125,115.5625,113.21875,115.5,69.23880004882812,3767400
2000-01-10,116.8125,116.8125,115.4375,116.0,69.53848266601562,762900
2000-01-11,115.15625,116.75,115.015625,115.140625,69.02339935302734,1658700
2000-01-12,115.5,116.1875,115.15625,115.4375,69.20125579833984,813300
2000-01-13,116.015625,116.625,115.21875,115.875,69.46357727050781,1192200
2000-01-14,117.46875,117.5,116.125,117.5,70.437744140625,1935500
2000-01-18,116.4375,116.875,115.5,115.71875,69.3698959350586,656500
2000-01-19,115.625,115.796875,114.59375,115.5625,69.27622985839844,1003400
2000-01-20,115.9375,115.96875,112.65625,113.734375,68.18035888671875,887000
2000-01-21,114.1875,114.1875,112.3125,112.8125,67.67229461669922,783200
2000-01-24,113.25,113.625,109.0625,110.0,65.98521423339844,2066100
2000-01-25,110.59375,110.875,108.75,110.34375,66.1914291381836,1728200
2000-01-26,110.21875,111.375,110.125,110.46875,66.26638793945312,1001400
2000-01-27,111.125,111.609375,109.1875,110.46875,66.26638793945312,853900
2000-01-28,109.84375,110.0625,107.140625,107.40625,64.4293441772461,1253300
2000-01-31,107.140625,109.625,107.0,109.5,65.68534088134766,996600
2000-02-01,109.5625,110.71875,109.03125,110.28125,66.1539535522461,786500
2000-02-02,110.375,111.1875,109.65625,109.6875,65.7977294921875,618100
2000-02-03,110.625,110.65625,108.21875,110.5,66.28514099121094,863300
2000-02-04,110.4375,110.96875,109.34375,109.75,65.83518981933594,474000
2000-02-07,109.15625,109.46875,108.375,108.75,65.23533630371094,718900
2000-02-08,109.90625,110.34375,109.125,109.3125,65.57279968261719,993100
2000-02-09,109.1875,109.375,106.78125,106.90625,64.12937927246094,819900
2000-02-10,107.265625,107.59375,106.015625,107.0,64.18562316894531,1263500
2000-02-11,106.5625,106.5625,103.625,104.5,62.68594741821289,2148400
2000-02-14,105.0,105.59375,104.5625,105.5,63.28575134277344,1300800
2000-02-15,105.59375,107.875,105.015625,107.4375,64.44805908203125,1360000
2000-02-16,106.875,107.6875,105.75,105.8125,63.473304748535156,725800
2000-02-17,106.78125,106.859375,104.65625,104.78125,62.85463333129883,1164100
2000-02-18,105.0,105.0,102.0,102.25,61.411800384521484,1526700
2000-02-22,102.875,103.46875,101.0,102.8125,61.74972915649414,1518800
2000-02-23,102.96875,103.5,101.625,102.25,61.411800384521484,1558900
2000-02-24,102.5625,102.6875,99.5625,102.0,61.26171875,4518700
2000-02-25,100.59375,101.46875,98.1875,98.5625,59.197166442871094,3316900
2000-02-28,99.1875,101.625,98.25,100.140625,60.14496612548828,3068300
2000-02-29,101.1875,102.125,100.4375,101.5625,60.99891662597656,1205000
2000-03-01,101.78125,102.78125,100.6875,101.625,61.03646469116211,1136200
2000-03-02,101.46875,102.25,101.0,101.6875,61.07400131225586,576000
2000-03-03,103.34375,104.546875,103.0,103.875,62.387847900390625,1678200
2000-03-06,103.8125,103.984375,101.140625,101.71875,61.09280776977539,1220500
2000-03-07,101.46875,101.53125,97.53125,98.0,58.859310150146484,3745500
2000-03-08,98.75,99.375,97.15625,98.46875,59.14079666137695,2618900
2000-03-09,98.84375,100.4375,97.3125,100.328125,60.25751495361328,1715100
2000-03-10,99.90625,101.0625,98.96875,99.5625,59.79769515991211,1352600
2000-03-13,96.84375,100.1875,96.84375,99.625,59.835269927978516,1506500
2000-03-14,100.3125,100.6875,98.0,98.46875,59.14079666137695,854300
2000-03-15,98.625,101.984375,97.65625,101.625,61.03646469116211,2040200
2000-03-16,102.5625,106.875,102.40625,106.78125,64.13331604003906,4857700
2000-03-17,106.0,107.71875,105.671875,106.125,63.83363342285156,3710500
2000-03-20,106.28125,107.34375,105.890625,106.8125,64.24717712402344,1812000
2000-03-21,106.5625,109.1875,105.9375,109.125,65.6381607055664,2310300
2000-03-22,109.15625,109.25,107.8125,108.578125,65.30919647216797,2434800
2000-03-23,108.375,111.5,108.25,111.125,66.84110260009766,1894400
2000-03-24,110.53125,112.46875,110.28125,111.125,66.84110260009766,1903400
2000-03-27,111.34375,111.90625,109.6875,109.8125,66.05162811279297,1431300
2000-03-28,109.125,110.984375,109.125,109.375,65.7884750366211,1575100
2000-03-29,109.84375,111.21875,108.9375,110.75,66.61554718017578,1426600
2000-03-30,109.875,111.5,108.875,110.0625,66.2020034790039,3573300
2000-03-31,110.796875,111.25,109.0625,109.4375,65.82616424560547,1103400
2000-04-03,109.3125,112.6875,109.125,112.6875,67.78092956542969,1411100
2000-04-04,112.5625,114.34375,106.34375,111.6875,67.1794662475586,6635600
2000-04-05,110.3125,112.3125,109.890625,110.375,66.3900146484375,3400700
2000-04-06,111.375,112.21875,110.375,111.421875,67.01968383789062,2279700
2000-04-07,111.96875,111.984375,110.5625,110.90625,66.70958709716797,1027100
2000-04-10,111.21875,112.984375,110.90625,112.0625,67.4050521850586,1833500
2000-04-11,112.25,113.734375,110.84375,113.25,68.11933898925781,3624800
2000-04-12,113.875,114.53125,110.5,110.515625,66.47457885742188,3620700
2000-04-13,111.359375,111.5625,108.75,109.03125,65.58169555664062,4333100
2000-04-14,107.4375,108.25,101.515625,102.515625,61.662635803222656,4518600
